,cluster 4ER+ log adjusted q-value,cluster 9 log adjusted q-value,cluster 7 log adjusted q-value,cluster 3 log adjusted q-value,cluster 8 log adjusted q-value,cluster 10 log adjusted q-value,cluster 1 log adjusted q-value,cluster 2 log adjusted q-value,cluster 5 log adjusted q-value,cluster 4ER- log adjusted q-value,cluster 6 log adjusted q-value
Resolution of Abasic Sites (AP sites),4.832337890318468,0.9557097945279251,0.46028495128033053,3.9399174180593812,0.0691440061612253,3.089929640670387,4.912816161538022,0.11498325832144392,0.24137341564030018,0.08527092787265307,0.007124279107210465
Extension of Telomeres,5.347118231343949,1.4719220421394892,0.34390518529216574,3.9725183903210914,0.0002449232005262026,2.8751548720361164,4.901030889876876,0.23793283651383798,0.030516063692681818,0.370615943508929,0.017856601285202563
Cell-extracellular matrix interactions,0.6986397702188224,0.4680086493264658,0.3056643977582422,0.021040806640471678,0.10082636516748905,0.04053034639116536,4.870223351115497,0.6211126616230528,0.1741120852280094,1.3575570292991308,0.0205705867406578
CRMPs in Sema3A signaling,4.733781306646393,2.0807573887244963,0.5092900687930605,1.1107178834309246,0.11507672366779619,0.06075067199910131,4.815572401410168,0.16182276061534803,0.06169015603270895,1.6024302942227167,0.0205705867406578
Cell-Cell communication,2.4649421581439057,0.938682083973374,1.0968005140048942,0.08708846460859021,0.7149288621422614,0.49812626858243203,4.773729326314018,0.7432695301506067,0.030516063692681818,3.1438715693371213,0.0205705867406578
tRNA processing,4.079722444567137,1.5805289299068355,1.3897926486600334,3.820836378809818,0.08585929843884459,4.191831263186492,4.758349016422501,0.22166555981921987,0.07180435893200297,0.17366881723936337,0.0205705867406578
Synthesis of DNA,2.5537655731388837,0.6027796638253242,1.4296017071038343,3.6039049861440984,0.4521698492046997,3.7381584132766696,4.6675753784290235,0.022941605769410314,0.8218397559199975,0.08386752080277164,0.007124279107210465
Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template,3.9650556481393,0.48062969556833895,1.007486849270494,2.3280462768298826,0.07160120469450396,2.586826943087797,4.624644231703518,0.15271902445286084,0.30422970231981966,0.15908561436185362,0.01618948511114512
Apoptosis induced DNA fragmentation,1.0601683867056118,0.14876020680465976,0.027842206769059213,0.015299220139496321,0.00315705677336736,0.008059303071950434,4.613686967505021,0.2567806833403019,0.06391780198832335,0.0011591800781735715,0.0033960572872650217
S Phase,2.730832372818612,0.7315128365553596,1.6939060741373138,3.784614741026595,0.4450529442875135,4.2905008803719795,4.5601673316232905,0.058537784309280604,0.7151728632891258,0.06295845769255866,0.007124279107210465
Factors involved in megakaryocyte development and platelet production,4.492435778566674,1.428077687048544,0.794473695639509,5.853965726974887,0.3213009158787272,4.028967433327141,4.5601673316232905,0.023336842432304626,1.611740936224651,0.17717043194132792,0.010196603360476397
RHO GTPases Activate Formins,4.151833839863842,1.0559834400077919,1.3465815629023223,5.314660247167506,0.3456169599284111,4.6945848118546865,4.54361545735338,0.06673227098187792,1.074908923321363,0.11115124099077353,0.006067741264086045
Mitochondrial translation elongation,1.3181197016039274,0.3141314352687675,0.14585589495186102,0.04935723733725322,0.035242765060870374,0.11976007855370947,4.541727846228626,0.00995571004116803,0.018498049048570855,0.5374456167958326,0.0033960572872650217
Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1,3.9486576365119617,1.412648813043275,1.618197075867956,3.7686376430906483,0.14087872988052116,4.46893656032342,4.5288211911924146,0.029302865329351283,0.1146389544342294,0.07533770660153342,0.007124279107210465
G1/S Transition,2.1115794579746336,0.46511520533813466,1.557131103044238,2.813114267081666,0.4638817020035096,3.731150685056769,4.52636264073906,0.04356336940136964,0.48227725370186203,0.05710546829076386,0.00878080713513573
HSF1 activation,1.9538418018424002,1.428077687048544,0.6271142460888347,0.20347858552327028,0.0353456914208646,0.20592857856849484,4.522330159795547,0.3168806967462127,0.07180435893200297,2.182127769775081,0.0205705867406578
DNA Replication,3.1417336095094552,0.7257539471966232,1.3359273217562655,4.284369542773401,0.4557525930726519,4.276266994386409,4.52224327822888,0.02569250825117306,1.0643060937833042,0.103449818692602,0.007124279107210465
HSF1-dependent transactivation,1.9383201114730908,1.428077687048544,1.2611479900445042,0.2027583616875155,0.005258339134627084,0.062342860634254364,4.456186525348133,0.3648634053938156,0.030516063692681818,2.2856165202206684,0.0205705867406578
Regulation of FOXO transcriptional activity by acetylation,0.4592351958413562,0.03410327831374718,0.06069392834053952,0.11633163409526862,0.00315705677336736,0.07141166086812435,4.456186525348133,0.05868925762185237,0.05682868028428249,0.09887988915708387,0.0205705867406578
UCH proteinases,0.02092352109974269,0.16060246966192424,1.1412002773303622,0.07430021875251705,0.27084214224033526,0.475987765789238,4.456186525348133,0.3376702309480128,0.01734078670414385,0.13434401646661792,0.01141088414359169
Mitochondrial translation initiation,1.2960365744335944,0.28610285929839313,0.16047990314728192,0.04935723733725322,0.029342464197359815,0.13135651959627073,4.456186525348133,0.010502416456601448,0.015981614642703094,0.5057666287869277,0.002033095381203362
Resolution of AP sites via the multiple-nucleotide patch replacement pathway,5.006267939478016,0.7455109789182445,0.3813570579091496,3.4620769047868394,0.038074881392991054,2.927350649230631,4.423408828387507,0.2431676923439307,0.12279662699693365,0.11200802286484643,0.0002632451669283712
Polo-like kinase mediated events,5.498246099475605,1.656730526147268,0.3812905095605613,5.314660247167506,0.05470771675538882,2.8513770473630125,4.416649271547903,0.18387218042290498,0.8092498822203291,0.07115965669854725,0.02016188346434391
"Cell death signalling via NRAGE, NRIF and NADE",0.48641255202829997,0.19061699690075018,0.43808016969098845,0.0457713063451775,0.03037832900535845,0.3856049270518257,4.407110579520162,0.003787811534993349,0.1871199268010345,0.23894029140027376,0.0205705867406578
G2/M Transition,3.427225760379362,0.6711727010975181,1.4296017071038343,4.133565690733314,0.4566552239735236,4.262820605699839,4.406933842691611,0.05868925762185237,1.6327422142625618,0.08152419646495745,0.00448481198252406
Telomere C-strand (Lagging Strand) Synthesis,4.8138147120027295,0.7336289995150751,0.36702680089671547,3.6674793969557182,0.01582371400828884,2.7417444784071274,4.363900089307946,0.26036450347730333,0.0817968938250319,0.11829960005445259,0.0033960572872650217
Transcription of E2F targets under negative control by DREAM complex,1.972996716289258,1.1201903510120754,1.0076969950581611,2.147330979893836,0.14157359610908712,2.8932663809214016,4.35220288514031,0.035333284132794525,0.017055125385196546,0.16686545059492827,0.014591150532964779
Early Phase of HIV Life Cycle,2.2479794554389065,1.0559834400077919,0.10268569515360018,0.7405059808118004,0.12169068109622083,0.4664920980635821,4.302286042573156,0.034666081693411656,0.9304700165474898,0.12975308420675108,0.02016188346434391
PCNA-Dependent Long Patch Base Excision Repair,4.582066234396441,0.6031194517106688,0.503753105472338,2.992653768519155,0.0450150763666948,3.0736577884189935,4.279896105490176,0.2962144543874212,0.06833653150247711,0.12219001595202753,0.0002632451669283712
Mitochondrial translation,1.2415771168265437,0.28821083798291325,0.1191386403219183,0.038776104985410974,0.04110827867596447,0.09740258804404862,4.277578465342888,0.0029312849590641156,0.030516063692681818,0.5490182891040428,0.0038621945007078656
Mitotic G1 phase and G1/S transition,2.5537655731388837,0.6629494795553518,1.5208432680555426,3.787445612424656,0.5652873716744551,4.430630238810977,4.270071073130366,0.06268079835703265,0.7151728632891258,0.12219001595202753,0.007124279107210465
Activation of SMO,0.16224132318086573,0.03836359705615339,0.9523463538035265,0.5960537669732667,0.19933950513771256,1.3149641741605658,4.241694345540536,1.8115785337085002,0.030516063692681818,1.437673437909119,0.0205705867406578
TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest,3.7462497594733346,1.2529042786831548,0.9139403815151352,4.70311949238057,0.27084214224033526,4.028154787152712,4.129505289651622,0.01436388694034848,0.4430922589567544,0.03656337626379991,0.007124279107210465
Mitochondrial translation termination,1.1102083435644685,0.23953749114000902,0.12965441902793146,0.02222199319300761,0.03643473635979056,0.08471872307806784,4.109866073423357,0.002052804754894377,0.030516063692681818,0.5211733589810486,0.000780073602809898
Attenuation phase,1.8756164053408981,1.322186002878443,0.9158196957933877,0.17753233073946825,0.00971823307242405,0.12276274255962998,4.079240393456223,0.31647421123894565,0.04086754924283569,2.1221688816614472,0.0205705867406578
Mitotic Prometaphase,4.492435778566674,1.1869152859169574,0.9010967742949324,5.314660247167506,0.3171609859833126,4.382101060126214,4.067928986696951,0.013832047629339445,1.3036764642364393,0.07533770660153342,0.007124279107210465
Mitotic G2-G2/M phases,3.7095337256381167,0.7336289995150751,1.3399771343356583,4.487257335110028,0.4534767581051247,4.430630238810977,4.058565294437362,0.08911468664297456,1.856239186760085,0.11273887482504696,0.007124279107210465
TP53 Regulates Transcription of Genes Involved in Cytochrome C Release,0.6893863279078899,0.09243922788709849,0.738446859845708,1.2190646200583812,0.2923907099699525,0.8323751647561647,4.052209972207738,0.030682395683755394,0.26429350350442365,0.051745595820394646,0.0205705867406578
E2F mediated regulation of DNA replication,5.316554049465494,1.1201903510120754,0.254641699406507,4.390518311063279,0.07810461580490922,2.8751548720361164,4.020732360042678,0.06934018234074742,0.5597565975929231,0.033400769888120234,0.0205705867406578
PI3K events in ERBB2 signaling,1.283617360290671,0.603789399491711,0.9247950733311692,0.18892508849051665,0.12169068109622083,0.560617339690717,3.9902206250160073,0.33095644429078064,0.030516063692681818,0.6947666203139682,0.0033960572872650217
MET activates PI3K/AKT signaling,0.03801668216320852,0.984931351414956,0.5114971186523987,0.0851617464398604,0.029342464197359815,0.18200950061189705,3.9878923719374093,0.06365292086144071,0.030516063692681818,0.03637247750608986,0.011572518879454664
Processive synthesis on the lagging strand,4.243252531879632,0.8997678665048576,0.09674981697980652,3.9582082757433388,0.02194794392530275,1.7047461153869778,3.96369278141057,0.42045726497195907,0.034958699821887596,0.10763758659397873,0.007124279107210465
APC/C-mediated degradation of cell cycle proteins,0.8087980681012219,0.1985529590709716,1.2966818455862636,1.5275880532657042,0.5340120607219427,2.2128801784537298,3.946478079831134,0.08911468664297456,0.4273539389194555,0.17752894853175033,0.0205705867406578
Regulation of mitotic cell cycle,0.8087980681012219,0.1985529590709716,1.2966818455862636,1.5275880532657042,0.5340120607219427,2.2128801784537298,3.946478079831134,0.08911468664297456,0.4273539389194555,0.17752894853175033,0.0205705867406578
Termination of translesion DNA synthesis,4.1621705471868395,0.5144080588635054,0.6444126879368429,2.3280462768298826,0.05470771675538882,2.6426600789233805,3.943170676615152,0.18387218042290498,0.150717663581956,0.16686545059492827,0.011572518879454664
Nectin/Necl  trans heterodimerization,0.3949581467642686,0.2868306522606664,1.0043334253921345,0.16173290486835562,0.0754509647730105,0.4233700202159217,3.9415084237783105,0.21010466785850365,0.007901015182388624,1.8488564878939044,0.0205705867406578
DNA Damage Bypass,3.1474372468800267,0.19098423175267798,1.004131924166352,1.138189912775891,0.035242765060870374,1.6635977310837813,3.930518057918586,0.16182276061534803,0.16870565813535737,0.20905985349324643,0.01618948511114512
Regulation of commissural axon pathfinding by SLIT and ROBO,6.480498583391235,1.2529042786831548,0.02119462778943108,1.446187480021179,0.04362378059494461,0.02326990265976139,3.90989568533753,0.29084678300782646,0.00598733721460473,0.9484278572193136,0.0205705867406578
Signaling by WNT,0.17350675319159817,0.21210917706269808,0.4957458209209605,0.509933927270337,0.029342464197359815,0.05356859453155072,3.896160116851185,0.13826821519057111,0.06064103572237288,0.018597500695346304,0.007124279107210465
Formation of xylulose-5-phosphate,1.5991404478473863,0.7988259465096831,1.2132673662923368,0.05504006222605295,0.10442656809161031,0.18047345309418625,3.888443200378072,0.04497861646927166,0.005192734849216567,0.839426602837363,0.0033960572872650217
Kinesins,4.2678173030576305,1.5410780245545646,0.5831579833989199,5.719641759179927,0.27084214224033526,3.5553676179392735,3.881448484754476,0.1478100341322936,1.247215647017944,0.04036529614052041,0.017856601285202563
HDR through Homologous Recombination (HRR),5.733182754479076,0.812679853651324,0.24309694693892062,4.3599358197291735,0.00030261477645571693,3.159031464720384,3.8767715157613147,0.06490959631487976,0.28582591333152546,0.14708482864636624,1.037951242540816e-05
Beta oxidation of palmitoyl-CoA to myristoyl-CoA,0.25697155106522407,0.16373383054990234,0.08789034995350234,0.046098256191270955,0.007182657011358222,0.032118173796702315,3.8517799891563187,0.4325389865087417,0.010562450389495485,0.013594919979127507,0.0205705867406578
HDR through MMEJ (alt-NHEJ),5.1752574744985465,2.3558674144276655,0.3280996403014809,3.5644745697334064,0.08321115545542178,0.5018006051094795,3.8380559871824516,0.06268079835703265,0.4029498543688905,0.20164031876033647,1.4211825658839458e-05
Downregulation of ERBB2 signaling,1.218436710700307,0.1977950983731919,2.11036183960083,0.42184814446660224,0.3937169948428083,1.5067298729847176,3.830839866713014,0.6886743526156662,0.07180435893200297,1.2401477107962928,0.02016188346434391
SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs,2.8150138963102234,0.8044157442799545,0.7302975106002291,1.473489374486596,0.03561443896734106,1.2814146989023214,3.822089381281181,0.13658075885218976,0.11729827520505984,0.14929973521206993,0.007124279107210465
SUMO is proteolytically processed,0.5536610963382287,0.10093645226121886,0.049509894825035844,0.051719679800484905,0.02165003600990436,0.10094199650029566,3.7450934884569995,0.0627329949896327,0.14891045872938916,0.2562243740165396,0.007124279107210465
Ca2+ activated K+ channels,0.7741453579628095,0.31507818325071874,0.5647588585739556,0.1031385235483503,0.15264907722496052,0.47781541746857736,3.7450934884569995,2.333502440346843,0.07687148066054364,1.1232822768401947,0.0205705867406578
