,ER Status log adjusted q-value,PR Status log adjusted q-value,HER2 Status log adjusted q-value,Triple Neg log adjusted q-value
Transport of Ribonucleoproteins into the Host Nucleus,7.168887716490487,2.976870853026468,0.04551812729527533,5.616098689299206
DCC mediated attractive signaling,10.474287305595661,4.948321246489531,0.737003665557359,5.599442128176541
Caspase activation via Dependence Receptors in the absence of ligand,12.250095922278776,8.281688945051275,3.491249572270951,5.59626829260482
Interaction between PHLDA1 and AURKA,7.3441295822627675,4.579010790682035,0.027885102297328254,5.587245424717137
Unwinding of DNA,8.936857752786983,6.0136471913061635,0.7300664733671025,5.582222805118239
FGFR2b ligand binding and activation,4.499752257589207,1.3872689477818247,0.1229029188804951,5.554040288371258
ATP sensitive Potassium channels,10.026096451593007,5.670895070270869,0.27412917798919895,5.539858252726942
Other interleukin signaling,7.91162612520676,3.8204772591594063,0.05438664507934555,5.499516237633423
Cytokine Signaling in Immune system,8.785863971078557,4.705435065171286,0.1734618151053512,5.493105258204052
Cytosolic tRNA aminoacylation,11.410689726130933,6.471592653898615,1.69739591134579,5.485688852907486
Na+/Cl- dependent neurotransmitter transporters,7.000664565616073,2.0826846949087354,0.1839256405473288,5.454351346835803
Mitotic Telophase/Cytokinesis,7.858564170664682,4.7484076214353665,0.6092782366191543,5.439233866530191
G1/S Transition,8.08098402041632,4.516399828913529,0.610368455649358,5.403752197828308
Signaling by FGFR2 IIIa TM,7.70766351498858,5.196302869330769,0.2932883245410247,5.395764052798385
Cyclin A/B1/B2 associated events during G2/M transition,9.221734746809751,5.521972149897144,1.3454112254762476,5.356777833262598
NOSTRIN mediated eNOS trafficking,11.735299303426446,8.492528564300596,1.755338108997701,5.339960451726008
"Inactivation, recovery and regulation of the phototransduction cascade",7.72041554774836,2.6102558796652113,0.054898073435270076,5.3329825717931
Apoptotic cleavage of cellular proteins,6.04670441639011,2.225220679512286,0.1090190121692292,5.315920298422115
Activation of BAD and translocation to mitochondria ,8.59648747539523,3.8446667264124645,0.4945846376113171,5.313488651191465
Transport of connexons to the plasma membrane,10.063677174776183,9.290929018446896,1.4603773991387539,5.305840637771089
Toll-like Receptor Cascades,8.235734124888685,3.6502949652883094,0.10875120918418259,5.304665350545355
Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane,10.466542439684876,10.586982563839443,1.6223221525469314,5.293495464945623
Reelin signalling pathway,8.451519763945146,4.137593415727724,0.013704164393968304,5.283793629617566
FGFR2 mutant receptor activation,7.677123714057337,5.159112182773734,0.3673967564875357,5.273438943644231
HDL remodeling,9.641917903871349,5.3844511402576805,0.4945846376113171,5.259969636746443
tRNA processing,6.140307574706126,3.658457244464142,0.03405021436505504,5.2514645230009975
Erythropoietin activates Phosphoinositide-3-kinase (PI3K),7.555895930769419,3.3731075478490924,0.020122559899077967,5.243312833367633
Activation of RAC1,7.356125280895941,2.958832420561843,0.054898073435270076,5.233925436510561
Synthesis of pyrophosphates in the cytosol,8.238150042010762,3.6075773736192036,0.02022507253855203,5.233925436510561
Activation of BH3-only proteins,6.670210460139622,2.992899913793276,0.05438664507934555,5.217897307445535
MAP3K8 (TPL2)-dependent MAPK1/3 activation,9.76541672537324,4.460728198405261,0.5531395892045531,5.215383649564756
Platelet calcium homeostasis,9.421029031271985,3.96432750682275,0.6316597829415389,5.214916293568462
mRNA decay by 5' to 3' exoribonuclease,7.547688989585024,3.0454976161455627,0.07949710923381015,5.197819176311645
RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs),8.47016286024693,5.539508934846764,0.19152583662947212,5.188999925690697
Rev-mediated nuclear export of HIV RNA,6.806709149039082,2.8717943148716802,0.05814786066550083,5.1818635579145145
EGFR Transactivation by Gastrin,6.9705042503088235,2.268029415235908,0.13888315004363594,5.1603450973700715
Apoptotic execution phase,5.81718192795165,2.1625867990463394,0.11999043647863848,5.148949888462087
Activation of the pre-replicative complex,8.527170100064438,5.3051858791326865,0.8958076891783207,5.145111087041338
NEP/NS2 Interacts with the Cellular Export Machinery,6.525873043314947,2.690414274237749,0.03889798487088793,5.144054016545578
Signaling by EGFR in Cancer,6.286635738460239,2.0304727312980932,0.4074566409718127,5.117779962560866
Pyrimidine salvage,9.416037090321574,5.390620404740735,1.7010163383357149,5.110159452012977
Visual phototransduction,14.024303743046097,9.608286246135119,5.076714512997228,5.095182145923806
Extra-nuclear estrogen signaling,7.017725607568254,2.494892680648435,0.06504515887457071,5.061078653417705
RUNX3 regulates YAP1-mediated transcription,6.952700918839504,1.085996633719086,0.054898073435270076,4.950902755574052
DNA strand elongation,7.32600477081667,4.812758708061902,0.3121957850037071,4.932307513456926
Signaling by FGFR in disease,7.956346282760794,4.71281481513978,0.5943554647276026,4.923218126729247
Reactions specific to the complex N-glycan synthesis pathway,13.875048341247684,6.575748969878951,2.691412940557806,4.897233730566041
Regulation of IFNG signaling,7.453913200549693,2.6828271054343378,0.020854092286383772,4.87673726729406
Signal Transduction,7.223558147124366,3.1419482523173072,0.054898073435270076,4.87673726729406
Formyl peptide receptors bind formyl peptides and many other ligands,7.392184823127312,3.6996741586997213,0.054898073435270076,4.8623957239619955
G0 and Early G1,6.469729549972494,3.8246854004001847,0.35486370204745865,4.783745994762431
"Interleukin-3, Interleukin-5 and GM-CSF signaling",8.06895692306887,4.500080454020662,0.062326377764086845,4.780122296930771
Adaptive Immune System,7.859333308859953,4.670539628373147,0.19590954503158126,4.749458149624912
Glucocorticoid biosynthesis,7.429963319659442,5.73570540201358,0.022375902476645972,4.743436663517255
ISG15 antiviral mechanism,7.120637527998091,3.031675499423319,0.2617043589615579,4.7228480986691554
RUNX3 Regulates Immune Response and Cell Migration,7.698665754365025,3.8167887137669037,0.14797771786394265,4.67862830059472
SUMOylation of SUMOylation proteins,5.627276645150852,2.225220679512286,0.00023565834270054893,4.674669457875271
RUNX3 regulates CDKN1A transcription,4.06363353293567,0.00349713183801505,0.16692560837055892,4.674669457875271
Defective CP causes aceruloplasminemia (ACERULOP),7.663829728303915,4.402104376355686,0.18704486851885097,4.66469047722014
Defective SLC40A1 causes hemochromatosis 4 (HFE4) (macrophages),7.663829728303915,4.402104376355686,0.18704486851885097,4.66469047722014
Cargo trafficking to the periciliary membrane,7.5673404587470054,3.8366542430475064,0.13659638987015543,4.644665130480063
Phosphorylation of Emi1,8.02233697602021,4.988350709120571,1.565836546171567,4.643871094105928
GPCR ligand binding,7.98427383729888,4.441733633144609,0.18704486851885097,4.616623268932344
Metabolism of cofactors,10.86557567309759,5.652559697754482,2.752723098608468,4.6113727257121555
Synthesis of PI,9.419917731673863,3.7844565064528384,0.712184082877621,4.606808723999036
Interactions of Rev with host cellular proteins,5.882901561440441,2.3960534453384,0.04473863289379828,4.600141252133891
Hemostasis,8.350590027073196,4.060945190932056,0.19241702729370433,4.580423668545837
RNA Polymerase III Chain Elongation,6.160607366536789,3.962695003334052,0.054898073435270076,4.534078195338338
Ca2+ activated K+ channels,8.26070934909913,1.401235032040773,0.054898073435270076,4.519135996691074
G2/M Checkpoints,7.275259958259837,4.172091843902892,0.8582531002232427,4.508455284305002
Golgi Cisternae Pericentriolar Stack Reorganization,8.785863971078557,5.481813893511997,2.6053515450831313,4.492532507610042
Gluconeogenesis,9.01435631890396,4.501494586354436,1.565836546171567,4.492532507610042
Leading Strand Synthesis,5.711283099331065,3.3521540133111722,0.02412645089079302,4.4762490075157935
Polymerase switching,5.711283099331065,3.3521540133111722,0.02412645089079302,4.4762490075157935
Polymerase switching on the C-strand of the telomere,5.711283099331065,3.3521540133111722,0.02412645089079302,4.4762490075157935
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,7.554223993231363,4.905182565758159,0.23925615368058842,4.469153224190548
ERBB2 Activates PTK6 Signaling,4.376164444190104,1.167979686642865,0.07415266118968508,4.461030776280597
Ion homeostasis,6.872666918828996,3.5764873746856947,0.07949710923381015,4.456417029201379
DNA Replication Pre-Initiation,7.213467595046787,4.217585898084881,0.76277937062387,4.45450328286775
Interleukin-35 Signalling,7.890093934058077,3.9740036557720457,0.10551778161238129,4.443572667661133
Class A/1 (Rhodopsin-like receptors),7.757423902717908,4.595075462514314,0.18704486851885097,4.442293788228484
Circadian Clock,6.271179967831731,2.273572042339772,0.054898073435270076,4.40216452677359
Alternative complement activation,9.722069859014155,6.696768347075166,0.68241989285122,4.378364934879996
NOTCH1 Intracellular Domain Regulates Transcription,7.730584377893827,2.2935877487928,0.37565942566805255,4.35776069559649
Homologous DNA Pairing and Strand Exchange,6.399439881472854,3.252749793384175,0.3263978659715116,4.352239264749741
Presynaptic phase of homologous DNA pairing and strand exchange,6.646395239276419,3.330521047320754,0.46680693740742607,4.348368713423251
mRNA Editing,5.619354981882903,3.4639175002668074,0.012163889117749103,4.323501442330577
Nuclear import of Rev protein,5.299123423928877,2.1242795770282856,0.0059404920972837985,4.3049672239486245
CD28 co-stimulation,5.649147764065267,3.2068314890508813,0.03279103462970698,4.287645959538712
PTK6 promotes HIF1A stabilization,6.022176420282911,2.770830380254259,0.052873302930368196,4.257014150566449
Cysteine formation from homocysteine,5.81718192795165,3.6075773736192036,0.04473863289379828,4.245471775175759
Mismatch Repair,6.335256365184853,3.5913160907324415,0.0618865928804291,4.245035691989622
activated TAK1 mediates p38 MAPK activation,5.149989027253719,1.5844250285086674,0.11750392594283861,4.207445482455651
Dectin-2 family,6.000070433584234,3.8314539264043947,0.022375902476645972,4.174977191621969
tRNA Aminoacylation,7.977952351910295,4.374977943826369,0.6462731084111917,4.174977191621969
Synaptic adhesion-like molecules,5.112827633039479,1.1501074090175163,0.07415266118968508,4.16816643435267
PAOs oxidise polyamines to amines,8.735106544863568,2.5728097802348935,0.16391903913857905,4.162210825257753
Signaling by Hedgehog,6.579588359968002,3.5328699194476263,0.3608837306830511,4.162210825257753
Defective CYP21A2 causes Adrenal hyperplasia 3 (AH3),6.492125031582795,5.025030697880095,0.04473863289379828,4.127363305715399
PIWI-interacting RNA (piRNA) biogenesis,5.994373227844541,3.5442289502197415,0.0889673629773554,4.116008368036457
Downregulation of ERBB2:ERBB3 signaling,3.5365737806001727,0.8276374732672988,0.054898073435270076,4.112291437592585
Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta),5.873456611265958,3.3110872790566046,0.054898073435270076,4.09227604327475
"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",5.784850315744077,3.318350494693842,0.06545475795899763,4.09227604327475
TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest,5.54809516157213,3.8204772591594063,0.39104659385151325,4.089789171792085
Switching of origins to a post-replicative state,6.469729549972494,3.774395171021136,0.6240889234463348,4.0855098446380875
Hydrolysis of LPC,3.7654073646166792,2.028322832306925,0.15738103945370216,4.084037958549877
Mineralocorticoid biosynthesis,6.392456030044194,5.025030697880095,0.04696857165772883,4.076267114935135
ROS and RNS production in phagocytes,8.567247480028529,3.8204933043888776,0.8499730152066632,4.07528994641541
Regulation of PLK1 Activity at G2/M Transition,8.853003253418045,4.948321246489531,1.6477281865806697,4.065964483591462
Diseases of Immune System,5.527809377569331,2.640217948998768,0.054898073435270076,4.057648559278479
Diseases associated with the TLR signaling cascade,5.527809377569331,2.640217948998768,0.054898073435270076,4.057648559278479
Nectin/Necl  trans heterodimerization,7.793948138870343,2.063350782549655,0.031945173322562886,4.047068180102284
"Activation of NIMA Kinases NEK9, NEK6, NEK7",7.7101914957252955,4.658781449332918,1.8509789012286237,4.024722198874083
Signaling by Insulin receptor,9.316548769396668,4.039869971167658,1.2350872186154143,4.022730059495739
Antigen processing-Cross presentation,5.618520260275674,3.2337611178223513,0.0703374819553041,4.021666800901604
Post-transcriptional silencing by small RNAs,6.1341436112582155,3.3698507551279393,0.0818063657010773,4.003888959927021
SUMOylation of ubiquitinylation proteins,5.97288024202118,2.9414050329625665,0.18704486851885097,4.001263107021196
Interleukin-10 signaling,5.003799220117234,3.152406740194964,0.054898073435270076,3.9726233166202407
Signaling by the B Cell Receptor (BCR),7.3982336665167026,4.306894934117887,0.5456971520630215,3.92374605979637
TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation,5.811762361774526,2.5167670442394936,0.02308260068143876,3.901648824141185
ERBB2 Regulates Cell Motility,7.511671548148961,4.4506584623781,0.5631128325182284,3.8838945189966325
Diseases associated with surfactant metabolism,7.649910947047852,4.684260007042508,0.5782835519838829,3.8385158466796776
Free fatty acids regulate insulin secretion,4.062904737677721,0.8057806030314543,0.08740004693882777,3.837658006867656
Interleukin-27 signaling,6.500827807439387,3.4988473627090406,0.03779044205510246,3.83599359407716
Golgi-to-ER retrograde transport,7.496436968736046,5.31324711578853,1.318952223057534,3.829341250167132
Post-translational modification: synthesis of GPI-anchored proteins,6.173781476344073,2.5515685710649336,0.13141086792251358,3.8215121310067546
