,cluster 4ER+ log adjusted q-value,cluster 9 log adjusted q-value,cluster 7 log adjusted q-value,cluster 3 log adjusted q-value,cluster 8 log adjusted q-value,cluster 10 log adjusted q-value,cluster 1 log adjusted q-value,cluster 2 log adjusted q-value,cluster 5 log adjusted q-value,cluster 4ER- log adjusted q-value,cluster 6 log adjusted q-value;
Resolution of Abasic Sites (AP sites),5.133367885982449,1.2057201578783334,0.5958918847559157,4.2409474137233625,0.7201364544849929,3.1010915341796355,2.8644096189007313,0.6795783218532508,0.39210057593400716,0.4232200116160087,0.3058816822504121;
Extension of Telomeres,5.648148227007931,1.7729520378034704,1.4644735799552022,4.273548385985072,0.33627276072485157,2.9049322955425505,2.8582174796380584,0.3094759427026921,0.3170116103066843,0.5100898491572277,0.3058816822504121;
Cell-extracellular matrix interactions,0.9904163235718711,0.660536619186009,0.9492441905690125,0.3881184602725714,0.4146172972667351,0.3314791681136684,2.8399070124940198,0.7316766047041314,0.3327832096024327,1.658587024963112,0.3058816822504121;
CRMPs in Sema3A signaling,5.034811302310374,2.3817873843884776,0.3631909114164981,1.4117478790949058,0.3535867649444133,0.35080794711616836,2.8064130353760164,0.39014468230695576,0.5619633128815374,1.903460289886698,0.3058816822504121;
Cell-Cell communication,2.765972153807887,1.2007978621688389,0.5017359945597698,0.7521841837642104,1.0159588578062426,0.7155883661323684,2.7810637389229496,0.9906850191388271,0.3266862348880042,3.4449015650011026,0.3058816822504121;
tRNA processing,4.380752440231118,1.8815589255708167,0.7320923959849781,4.121866374473799,0.3249489042896067,4.106413225120388,2.772545390979696,0.3108923324961582,0.3693665271664583,0.3172734172535683,0.3058816822504121;
Synthesis of DNA,2.8547955688028646,0.8616783838721066,0.8490978546174842,3.904934981808079,0.7460829399514947,3.691433629679302,2.7160499381500895,0.3999878562041873,1.119743111813597,0.4232200116160087,0.3058816822504121;
Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template,4.266085643803281,0.6661757515657146,0.5080281462892785,2.629076272493864,0.39026309562416256,2.640018273127109,2.6899890085483054,0.4786707687617883,0.46973565379933857,0.37228578428448916,0.3030467691849685;
Apoptosis induced DNA fragmentation,1.3611983823695928,0.4386912358120347,0.8322617489258197,0.4713179984058352,0.30246496029501807,0.4453298839223913,2.6842587484695293,0.31539388260432966,0.4881499224650157,0.780698910099279,0.3058816822504121;
S Phase,3.031862368482593,0.9900473145611959,1.3910627630217562,4.085644736690576,0.7460829399514947,4.192333372904334,2.6526691556921658,0.35971925328583354,1.0113999391816824,0.3600587774940227,0.3058816822504121;
Factors involved in megakaryocyte development and platelet production,4.793465774230655,1.7291076827125254,0.4552760920564336,6.154995722638868,0.6100144101391141,3.9580873428343493,2.6526691556921658,0.3947737880623761,1.9127709318886323,0.30241267449194814,0.3058816822504121;
RHO GTPases Activate Formins,4.452863835527824,1.3451313714885675,0.5556716950704882,5.615690242831487,0.6326764164089309,4.534053923431101,2.643355972346963,0.46950761507088173,1.375938918985344,0.5746891901519758,0.3030467691849685;
Mitochondrial translation elongation,1.6191496972679087,0.39701699993581774,0.3186523149786101,0.3347311511299859,0.30418705243734856,0.5088596082323055,2.643355972346963,0.48606186013240477,0.3266862348880042,0.8067966244509088,0.3058816822504121;
Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1,4.2496876321759425,1.7136788087072563,1.2681836512335347,4.06966763875463,0.30246496029501807,4.341251401139958,2.636341460596962,0.34594152313947746,0.3170116103066843,0.39807543893028463,0.3058816822504121;
G1/S Transition,2.412609453638615,0.6441853723194954,1.1088565736270573,3.114144262745647,0.7576852196375048,3.685190823363033,2.6359624343243895,0.3251934547032587,0.7310550317671739,0.3458960799904469,0.3058816822504121;
HSF1 activation,2.2548717975063814,1.7291076827125254,0.42380638310507274,0.3232519888569888,0.3082126526753394,0.31689428964627836,2.6356855243590256,0.3610048682403598,0.3693665271664583,2.483157765439062,0.3058816822504121;
DNA Replication,3.442763605173436,0.9900473145611959,0.5300117253243696,4.5853995384373825,0.7545067537691059,4.180780135734192,2.6356855243590256,0.37363972655453026,1.3653360894472852,0.5100898491572277,0.3058816822504121;
HSF1-dependent transactivation,2.239350107137072,1.7291076827125254,0.3329387001691024,0.32083578734886836,0.41766883099928126,0.35399026492638497,2.598268739456539,0.45209511687783316,0.31952804471255203,2.5866465158846497,0.3058816822504121;
Regulation of FOXO transcriptional activity by acetylation,0.6780733998458848,0.301642737608084,0.905257448815168,0.3881184602725714,0.3560720414244286,0.35039829473538353,2.598268739456539,0.39361440195896213,0.6546690571542668,0.47469881290334454,0.3058816822504121;
UCH proteinases,0.4285257794946782,0.4081569957992947,0.8481794204564727,0.4392846139050585,0.5442360620589024,0.7052649115632583,2.598268739456539,0.3947737880623761,0.3293878277257215,0.5014049853346438,0.3058816822504121;
Mitochondrial translation initiation,1.5970665700975755,0.36250846227187006,0.6552450750306614,0.34049658036688124,0.3377810260292985,0.6091496236054034,2.598268739456539,0.48606186013240477,0.33154605935666304,0.7345664248454543,0.3058816822504121;
Resolution of AP sites via the multiple-nucleotide patch replacement pathway,5.307297935141997,1.0346589951790564,0.6958388428680018,3.76310690045082,0.3764809604369917,2.951867680636181,2.578556386290151,0.31482486972733703,0.30320189929542807,0.7257968543160326,0.3058816822504121;
Polo-like kinase mediated events,5.799276095139586,1.957760521811249,0.7338387423275315,5.615690242831487,0.33140832466933967,2.8829588951038683,2.5753773615480315,0.352267490683119,1.1033715792095793,0.3811579239158923,0.3058816822504121;
Cell death signalling via NRAGE, NRIF and NADE,0.7239736512740405,0.33402483609309025,2.018582131708924,0.3232519888569888,0.3764809604369917,0.6396323705007485,2.571414244156556,0.6795783218532508,0.3359886954858688,0.3811579239158923,0.3024439670208732;
G2/M Transition,3.7282557560433434,0.9394394484219818,0.8589930368594442,4.434595686397295,0.7567825887366332,4.170257495204747,2.571414244156556,0.38454701793058893,1.933772209926543,0.4189205258768189,0.3058816822504121;
Telomere C-strand (Lagging Strand) Synthesis,5.114844707666711,1.0252121355181019,0.9579023496523752,3.9685093926196995,0.32297793958928395,2.782404799622282,2.5451553626108514,0.3237300342738156,0.33154605935666304,0.6934476135044898,0.3058816822504121;
Transcription of E2F targets under negative control by DREAM complex,2.2740267119532396,1.4212203466760567,0.4760528568967101,2.4483609755578173,0.30246496029501807,2.920811872517149,2.5388084305250658,0.3251934547032587,0.33154605935666304,0.3380807223148382,0.3058816822504121;
Early Phase of HIV Life Cycle,2.549009451102888,1.3570134356717731,0.7654194085499344,0.9931336021114981,0.3439134979171695,0.6858714623388955,2.5081648956973734,0.3272468962834211,1.231500012211471,0.5103027601099676,0.3058816822504121;
PCNA-Dependent Long Patch Base Excision Repair,4.883096230060422,0.8627662521295353,0.3320544482519389,3.2936837641831365,0.31074822873640523,3.086486779614614,2.4950099986856555,0.35082679893314456,0.400638262471397,0.566896437184706,0.3058816822504121;
Mitochondrial translation,1.542607112490525,0.3650614398467666,0.5017359945597698,0.3163292158034775,0.3439134979171695,0.43484701553531135,2.494603409529822,0.6834181834101111,0.31558403987910877,0.8338588690146164,0.3058816822504121;
Mitotic G1 phase and G1/S transition,2.8547955688028646,0.9363641915722525,1.037247511104453,4.088475608088637,0.8663173673384363,4.316479479523637,2.4908920034138426,0.44448953253707935,0.9944631593630215,0.5632994792488358,0.3058816822504121;
Activation of SMO,0.44351687530887374,0.30713105125946294,0.5839126285149882,0.7314997931615257,0.42858510349574563,1.470766490846704,2.4739135121897893,2.1126085293724817,0.3406966434873319,1.7387034335731002,0.3058816822504121;
TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest,4.047279755137316,1.553934274347136,0.3605928617833285,5.004149488044551,0.5442360620589024,3.9580873428343493,2.4036875083824154,0.45482312314956885,0.6794802308977953,0.30603264219956966,0.3058816822504121;
Mitochondrial translation termination,1.4112383392284498,0.31437418350960494,0.3794834863277264,0.3753302144164982,0.3324283932379276,0.4107256546615841,2.392252335525637,0.7796931658740366,0.3238546517872322,0.7810722989770186,0.3058816822504121;
Attenuation phase,2.1766464010048794,1.6232159985424242,0.3408790815282517,0.3246799062727365,0.33664443463132226,0.6812402240206983,2.3738337378035466,0.36046186142273234,0.47227709359950737,2.4231988773254285,0.3058816822504121;
Mitotic Prometaphase,4.793465774230655,1.4879452815809386,0.4859396922429659,5.615690242831487,0.5905879164149995,4.273883413908051,2.3676758869286756,0.46237839526257996,1.6047064599004204,0.39091888813155207,0.3058816822504121;
Mitotic G2-G2/M phases,4.0105637213020975,1.0162487431096416,0.5439930076286128,4.7882873307740095,0.7545067537691059,4.316479479523637,2.3627486619176286,0.6834181834101111,2.157269182424066,0.7257968543160326,0.3058816822504121;
TP53 Regulates Transcription of Genes Involved in Cytochrome C Release,0.9759808104049144,0.5698796886264856,0.5116843411446564,1.5200946157223625,0.5681648570673938,1.0295568279064669,2.359725574251628,0.33696163270265517,0.4188260016559483,0.3286979716130023,0.3058816822504121;
E2F mediated regulation of DNA replication,5.617584045129475,1.4212203466760567,0.35516354224109725,4.6915483067272605,0.3082126526753394,2.9049322955425505,2.340743693094978,0.4843159419563512,0.8093683332048278,0.30245448354214916,0.3058816822504121;
PI3K events in ERBB2 signaling,1.5846473559546523,0.8627901050786347,0.3240344544485519,0.3145544860480906,0.3439134979171695,0.7827320658652741,2.3223707105774647,0.37363972655453026,0.3340537124683427,0.990368680150761,0.3058816822504121;
MET activates PI3K/AKT signaling,0.33440806025273945,1.2647518802880215,0.3654193179949343,0.6340372832772738,0.3560720414244286,0.36504209043534924,2.3218865607615027,0.45374902011684204,0.32855021388126704,0.30596442116887695,0.3058816822504121;
Processive synthesis on the lagging strand,4.544282527543613,1.1599948410697627,0.5584567455831462,4.2592382714073205,0.4146172972667351,1.82771025815591,2.307510595077214,0.5766853584012566,0.3729062334678565,0.5278203201689747,0.3058816822504121;
APC/C-mediated degradation of cell cycle proteins,1.0925235400679418,0.3105836898586958,0.460777811568592,1.8286180489296855,0.8350420563859239,2.2956480828364043,2.2985398740996184,0.6693387366649604,0.6558842702431266,0.30218917574215476,0.3058816822504121;
Regulation of mitotic cell cycle,1.0925235400679418,0.3103336721805107,0.4723509770354981,1.8286180489296855,0.8350420563859239,2.2956480828364043,2.2985398740996184,0.68254284126733,0.6551157402536134,0.30241267449194814,0.3058816822504121;
Termination of translesion DNA synthesis,4.463200542850821,0.7306530008539828,0.558058855721835,2.629076272493864,0.33627276072485157,2.691705849089768,2.2974102957741698,0.34728051223511597,0.32562191479076025,0.33740247317007105,0.3058816822504121;
Nectin/Necl  trans heterodimerization,0.5828705094117614,0.3647503989234912,0.5411442378076691,0.34114908780953945,0.3535867649444133,0.6494417602692866,2.2973192276644543,0.32753430183444365,0.37818098826263175,2.1498864835578857,0.3058816822504121;
DNA Damage Bypass,3.4484672425440075,0.32979575975804937,0.5798296840686574,1.439219908439872,0.4146172972667351,1.789706960824425,2.291300987428713,0.3782219967604676,0.33154605935666304,0.3117369630687721,0.3030467691849685;
Regulation of commissural axon pathfinding by SLIT and ROBO,6.781528579055216,1.553934274347136,0.5135262003282529,1.7472174756851602,0.32162569628297455,0.3762215469973146,2.2791634127093645,0.3445913271108731,0.418328270869041,1.2494578528832947,0.3058816822504121;
Signaling by WNT,0.4198206145214917,0.30397605771269914,0.30134832367833375,0.5903828720471492,0.3439134979171695,0.3111782497541377,2.2713921819649534,0.5226955554832011,0.572985278493807,0.37636770226551464,0.3058816822504121;
Formation of xylulose-5-phosphate,1.9001704435113675,1.0488753634966745,0.4018400955900535,0.3816686884212616,0.56267084582879,0.3665801123277985,2.2674357628912993,0.3317123913477366,0.4502323698043533,1.1404565985013442,0.3058816822504121;
Kinesins,4.568847298721612,1.8421080202185456,0.36516085144117183,6.020671754843908,0.5457806137591187,3.525242669736441,2.2639323377665574,0.48606186013240477,1.548245642681925,0.3109481832046546,0.3058816822504121;
HDR through Homologous Recombination (HRR),6.034212750143057,1.0675658215078154,0.3592904035310348,4.660965815393155,0.33627276072485157,3.164306400741602,2.2618945681474423,0.4628527562793292,0.45174765924593724,0.43757953279887496,0.3058816822504121;
Beta oxidation of palmitoyl-CoA to myristoyl-CoA,0.36284462529049,0.40129433999547554,0.3112446042751675,0.3271459557820616,0.5705700121496526,0.3260350496628621,2.2469591662890296,0.5918767786718077,0.3693665271664583,0.41104584371777314,0.3058816822504121;
HDR through MMEJ (alt-NHEJ),5.476287470162528,2.6568974100916467,1.7214238292055908,3.8655045653973876,0.3726312003584851,0.7284869631520305,2.239169846531973,0.43929821085455234,0.6042626547165951,0.3095581397528177,0.3058816822504121;
Downregulation of ERBB2 signaling,1.5194667063642882,0.3131565448775929,1.9409122592803525,0.518409827601242,0.6881908609437631,1.6460229943568587,2.235505356915434,0.9408642598773541,0.3693665271664583,1.5411777064602739,0.3058816822504121;
SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs,3.1160438919742046,1.0675658215078154,0.3864908560259685,1.7745193701505773,0.45873877254042,1.4400240880267874,2.2308621593271036,0.5238886509233606,0.3156659602261388,0.4256081140909801,0.3030467691849685;
SUMO is proteolytically processed,0.8072884376667768,0.6423514982627504,0.4018400955900535,0.3628766921649118,0.42272067676020203,0.44569311077594786,2.183813991403837,0.4465891410792702,0.3167022141326965,0.40065294812408603,0.3030467691849685;
Ca2+ activated K+ channels,1.0613856725718245,0.410263052557199,0.9471078057820748,0.4096323736562922,0.3119959467823231,0.7072001173174037,2.183813991403837,2.6345324360108244,0.3329607429278685,1.424312272504176,0.3058816822504121;
Activation of NIMA Kinases NEK9, NEK6, NEK7,4.97102262819926,1.5097361812481982,0.3715033535019827,5.025020574292233,0.46222000596710305,2.8366622884131485,2.1775340333539925,0.551193378697791,2.5056557102950343,0.37292988085554196,0.3058816822504121;
Resolution of D-Loop Structures,6.708122059743883,1.5314921912779529,0.9539396480393402,5.291010556073852,0.33627276072485157,1.6941774204840818,2.1741590173720726,0.5578106790042832,0.9045344860174249,0.3866317659379911,0.3058816822504121;
Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex,4.6033321964263925,1.3570134356717731,0.7331173198609205,3.1018216374890106,0.32741484957780614,2.9063541495868566,2.17272312002051,0.3243668380962858,1.6422120536897118,0.3302665829120577,0.3058816822504121;
Galactose catabolism,0.5587013765220952,0.7392907361800659,0.32642853715013426,0.4303767648874029,0.31583541384964053,0.3037454888756527,2.168416281187605,0.4747676591404618,0.3389374015397122,0.42581119985693494,0.3058816822504121;
