,BRCA1,TP53,BRCA2,RB1,PIK3CA,GATA3
Utilization of Ketone Bodies,0.5821856619665069,-0.0,-0.0,0.16757224484823588,0.007423905492823398,0.01859416279206637
Interleukin-23 signaling,0.5773558137526617,-0.0,-0.0,0.03267322708898386,-0.0,0.004634383058483983
TCR signaling,0.5770599074783412,0.06405857795674658,0.10593351788739057,0.21084112477814623,0.002881975970699923,0.015298676321687316
Transcriptional regulation of pluripotent stem cells,0.5667490403868549,0.16890766553612213,0.010135344220943435,0.02253581775687199,0.33334942363106723,0.16207196290686784
BBSome-mediated cargo-targeting to cilium,0.5658294607487087,0.13905818685759488,-0.0,0.00524845315341697,-0.0,0.045559691233758706
ADP signalling through P2Y purinoceptor 1,0.5640401645409121,-0.0,0.3135377705547195,0.1881849110231444,0.007609744531818422,0.7196649249930185
AXIN missense mutants destabilize the destruction complex,0.563705142408907,-0.0,-0.0,0.27615464897741965,-0.0,0.004850422929791373
Mitotic Prophase,0.5628857650275826,0.0727075764517285,-0.0,0.007246119553252217,0.2780714051568115,0.34635962170405116
S45 mutants of beta-catenin aren't phosphorylated,0.5618281671725792,-0.0,-0.0,0.14885652565760948,-0.0,0.20070582434340628
Collagen degradation,0.5606537145619344,0.041449331556721127,0.05231882346551183,0.009483984241987434,0.013593483290154822,0.09111334830456828
Truncations of AMER1 destabilize the destruction complex,0.5599764079906734,-0.0,-0.0,0.2379768674435469,-0.0,0.0064114992411186825
Synthesis of PIPs at the Golgi membrane,0.5584768307699408,0.08956325404360016,-0.0,0.054507069531685035,-0.0,0.02526947146114809
Protein repair,0.5559819660091391,-0.0,0.07247843390899343,0.18156815539549565,0.00759059152917154,0.23616467327758126
RNA Polymerase I Promoter Clearance,0.5545542383885752,-0.0,-0.0,0.11176962907715253,0.2811791010751933,0.029818484868843077
Peptide hormone biosynthesis,0.5528325806478622,0.012795768012743522,0.12145424998028023,0.0545288780614057,-0.0,0.6662270607331869
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins,0.544920320114634,-0.0,-0.0,0.03246281094362837,0.0005660386013031657,0.6681977553684686
Nef Mediated CD8 Down-regulation,0.5416175149635137,-0.0,-0.0,0.18589677451528216,0.10231698041999696,0.21005147402756497
TCF dependent signaling in response to WNT,0.540793634669651,-0.0,0.018756906650859786,0.30207391541246753,0.01724342023968173,0.2765411408873633
mRNA Splicing - Major Pathway,0.5370561595139373,-0.0,0.10591947975172265,0.026725371129930436,0.012212448715181564,1.0931432165983577
Disassembly of the destruction complex and recruitment of AXIN to the membrane,0.5341706964810027,-0.0,-0.0,0.1369000206876364,-0.0,0.002673223267845293
Interleukin-10 signaling,0.5340749130931361,0.018721972923819236,1.6733132809293934,0.14804701418083152,0.01314136057413263,0.05633442963134035
Cdc20:Phospho-APC/C mediated degradation of Cyclin A,0.5333914294360993,-0.0,0.01827074386684686,0.033115236252665055,-0.0,0.7764234283127205
VEGFR2 mediated cell proliferation,0.5330796921190297,-0.0,-0.0,0.2112758228230836,-0.0,0.031004138028860068
PTK6 Activates STAT3,0.5330601090399183,0.0754974858710238,0.0001629216659614196,0.0500421077732392,-0.0,0.090385500292266
RORA activates gene expression,0.5327924974165459,-0.0,0.11448874100819023,0.3458406505396351,-0.0,0.22000339910809644
Interaction With Cumulus Cells And The Zona Pellucida,0.5323710377415939,-0.0,0.1476000920987167,0.14126727867307587,0.011901605167810705,0.16909583840371925
Negative epigenetic regulation of rRNA expression,0.5317915251334865,0.0843048629648002,0.038904641547694754,0.0706102514413951,0.28122108750829733,0.00797570281362431
phosphorylation site mutants of CTNNB1 are not targeted to the proteasome by the destruction complex,0.5296012960753683,-0.0,-0.0,0.11515997226833724,-0.0,0.15066119304027317
Integrin signaling,0.5291364817527152,-0.0,0.24334813223898102,0.09192023751530315,0.10669817344652376,0.026922390387790443
Estrogen-stimulated signaling through PRKCZ,0.5265673732407067,-0.0,-0.0,0.21828640010318603,0.17582529703992414,0.023926099259968334
"Defective POMT2 causes MDDGA2, MDDGB2 and MDDGC2",0.5250016860549006,-0.0,-0.0,0.0984611855292743,-0.0,0.005928364156862174
Regulation of TP53 Activity,0.5229235767980914,0.08837244714362472,-0.0,0.500665678235573,-0.0,0.017369749102394604
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer,0.519495011525086,-0.0,0.21710986641448535,0.2076657299536221,-0.0,0.6374128032900921
YAP1- and WWTR1 (TAZ)-stimulated gene expression,0.5171820254259796,0.04848953191064352,0.10504364064720964,0.15946939773479576,0.25821059384115974,0.5146192160704777
Cellular Senescence,0.5152310073265352,0.0797395619025716,-0.0,0.035774051720642686,0.09155409665282269,0.36741199144228665
Interleukin-18 signaling,0.515017098645836,0.009344618312678792,0.019509620065076127,0.07828266520264075,-0.0,0.018499431051066984
NOSIP mediated eNOS trafficking,0.5139163121708767,-0.0,-0.0,0.03262867818392119,-0.0,-0.0
Signaling by NOTCH,0.5139078778286922,-0.0,-0.0,0.2655855371422673,-0.0,0.0125963329725242
Cleavage of the damaged pyrimidine,0.5136076790168859,0.009082930316951949,0.011329328300086488,0.03533175808775567,0.24489983899622683,0.028907070571688672
DSCAM interactions,0.5129283418469514,-0.0,0.03052989674876131,0.07164803715531397,0.15349016407784805,0.39331389348918966
Cytokine Signaling in Immune system,0.5115480227001691,-0.0,0.14574289155978978,0.6655724160395289,-0.0,0.01785203478312304
Interferon gamma signaling,0.5099818331434905,0.07291820856383632,0.7111279459530743,0.3163861921720854,0.011741041139197416,0.12498338682822092
Cholesterol biosynthesis via desmosterol,0.5093374194286168,-0.0,0.1133233885271795,0.05136946341121341,-0.0,-0.0
Adaptive Immune System,0.5085473847823976,-0.0,0.03318863086173525,0.5822088796086996,0.012464516637922082,0.015159906139752237
Activation of gene expression by SREBF (SREBP),0.5079177492068597,0.07208822527397998,0.3388341928845589,0.306245761331771,0.23674560376079476,0.015508324030493171
RNA Polymerase I Promoter Escape,0.503784309930427,0.011920022346821775,0.010428855923399372,0.018789968554510164,0.43829112730538405,0.003733195506011377
Nucleosome assembly,0.500453577015568,-0.0,-0.0,0.033391979228306945,0.28675019627755355,0.009049330161090536
Wax and plasmalogen biosynthesis,0.4864029827426072,0.015299293470679902,0.1620056719577324,0.01756863908269849,0.06908572547274129,-0.0
APC-Cdc20 mediated degradation of Nek2A,0.48142588792122853,-0.0,-0.0,0.059709226784613725,-0.0,0.2761074356726768
Activation of Ca-permeable Kainate Receptor,0.4756149787486502,-0.0,-0.0,0.0670181352139758,0.3925990179238918,0.4315669878579886
T41 mutants of beta-catenin aren't phosphorylated,0.475244084374005,-0.0,-0.0,0.10182465318388642,-0.0,0.1352762337794392
activated TAK1 mediates p38 MAPK activation,0.47355349955660475,0.01575615986980409,0.16676864184998982,0.21360362344105088,-0.0,0.6029753066994368
Pre-NOTCH Processing in the Endoplasmic Reticulum,0.4730697172045538,-0.0,0.05254648808875655,0.006278894912012828,-0.0,0.05781570733199831
"AXIN mutants destabilize the destruction complex, activating WNT signaling",0.4730280891951516,-0.0,-0.0,0.24295226236601433,-0.0,0.007508848565532743
DAP12 signaling,0.47262409514067394,-0.0,0.03274772991271832,0.007411698116757707,0.012971431753443572,0.1296089753803402
Inositol phosphate metabolism,0.4726017204758345,-0.0,0.007037356014650277,0.00895745045220016,-0.0,-0.0
Regulation of IFNA signaling,0.47193193735389916,0.013929563721280472,0.010152033517846305,0.03422567109787032,0.08172261229746464,0.08132298663652662
Regulation of TP53 Activity through Acetylation,0.47182141703868213,-0.0,-0.0,0.2383079472787264,0.013121523458046049,0.00894913112544541
Class C/3 (Metabotropic glutamate/pheromone receptors),0.47153370408643636,0.06686030363038677,0.14801479965984696,0.17559329373311186,-0.0,-0.0
Misspliced GSK3beta mutants stabilize beta-catenin,0.4709403183286619,-0.0,-0.0,0.1189292501314961,-0.0,0.13421886196230828
Activation of AKT2,0.47081990795044343,0.003735173665322765,0.007521242181720915,0.1960569434686093,-0.0,0.012200935291827109
Gene Silencing by RNA,0.47038781938156515,0.010469496128965245,-0.0,0.015969390975142654,0.24778909835835577,0.023871710453212576
Presynaptic nicotinic acetylcholine receptors,0.4703666911115516,-0.0,0.015643322143333818,0.2341414767431849,-0.0,0.007435804192132994
Fc epsilon receptor (FCERI) signaling,0.4702362443849804,-0.0,0.07427184080711596,0.22448850146315846,-0.0,0.21427625376685575
Activation of the TFAP2 (AP-2) family of transcription factors,0.469554014532984,0.0615750625063188,1.3894186387540126,0.005891303109830505,-0.0,0.4239915813423081
Telomere Maintenance,0.4694766796390277,0.014837788954344875,0.050356621240461724,0.05280861289538053,0.12896545225094094,0.02067358019685554
NoRC negatively regulates rRNA expression,0.4691759627711392,0.055574249448759626,0.019144258037412785,0.0546772833374674,0.2832619295008435,0.002081726594904887
truncated APC mutants destabilize the destruction complex,0.4685513663853039,-0.0,-0.0,0.26809170364179863,-0.0,0.002493696908025571
Processing of DNA double-strand break ends,0.4684783878304051,0.07916622278885824,0.10108519702555446,0.20231704068783948,0.04986613210872749,0.24230640932134015
RNA Polymerase I Transcription,0.46830816501518935,-0.0,-0.0,0.10097226256499657,0.26194607876666776,0.005718070165501267
TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling,0.46766100726257204,0.00895412328876587,0.5558076386598626,0.22220001686861945,-0.0,0.0167526444702376
NRAGE signals death through JNK,0.4674894675712168,-0.0,0.010637406655046013,0.09987944189069814,0.040499753886801736,0.028332745591600893
Interleukin-4 and Interleukin-13 signaling,0.4663578716686115,-0.0,0.3921103993770313,0.0649025009402327,0.12755983746742483,0.4949707218373623
S33 mutants of beta-catenin aren't phosphorylated,0.46471661629731387,-0.0,-0.0,0.1341035846786272,-0.0,0.23165785050313606
TNFs bind their physiological receptors,0.4606023392970924,-0.0,0.17303049415942873,0.06020505644189735,0.17210627629775538,0.016278714001476922
Beta-catenin phosphorylation cascade,0.4590535184622246,-0.0,-0.0,0.11301480593376646,-0.0,0.12365487147573498
Sema4D mediated inhibition of cell attachment and migration,0.45764877249398017,-0.0,-0.0,0.0015679365840122579,-0.0,0.20433620908469965
Regulation of TNFR1 signaling,0.45737318285674533,-0.0,0.2516583739468246,0.3092013126465773,0.01353559449073474,0.20809421184060226
mRNA Splicing,0.45720459917894324,-0.0,0.07456951318941468,0.02975808140629605,0.010895399936535054,1.1069574453763553
S37 mutants of beta-catenin aren't phosphorylated,0.4566640271083721,-0.0,-0.0,0.11480153505154549,-0.0,0.1411655372802203
Phase 4 - resting membrane potential,0.45655278079461453,-0.0,-0.0,0.15049064145343666,0.09340715952184411,0.0056711634158264
Regulation of cortical dendrite branching,0.45615453018598096,0.009709090502550187,-0.0,0.025192512928929156,-0.0,0.02568190892115396
Nephrin family interactions,0.45478353849812964,0.16291573852147848,0.38473758270853253,0.10030082944868082,-0.0,0.9871011340498294
Regulation of TP53 Activity through Association with Co-factors,0.4523738597699655,0.011707553650185557,-0.0,0.09977391685637911,0.12861666065300845,0.0021429351469755575
Neddylation,0.45004912884785786,0.0498755711760332,0.06946608785278349,0.06816902462745265,-0.0,1.0629287380898664
Downstream signal transduction,0.44657147254259394,-0.0,0.1259386306814792,0.22202723403131586,-0.0,0.028371589329521503
Activation of RAS in B cells,0.4452977472500003,0.0744891215874907,0.00762005600786093,0.20259703931682116,0.12378032088990178,-0.0
AMER1 mutants destabilize the destruction complex,0.4443280057950368,-0.0,-0.0,0.2463549236923086,-0.0,0.005369448995134657
Resolution of D-loop Structures through Holliday Junction Intermediates,0.439222472736449,0.055232018810377044,-0.0,0.025070032798944958,-0.0,0.002914841193903766
Phosphate bond hydrolysis by NUDT proteins,0.437601666220687,0.04760194059356112,0.0699633038885858,0.06990112847531754,0.011328214167807897,0.11813993263919371
AKT phosphorylates targets in the nucleus,0.4309292382851526,-0.0,-0.0,0.05834970499654215,-0.0,0.13994180535758022
Metabolism of nucleotides,0.4298307064661208,0.0833581095088359,0.018513473397484072,0.06617662962242549,-0.0,0.39949869474266503
Peptide hormone metabolism,0.42865440718826947,0.021952115435023775,0.010250707150655397,0.018380433513444837,-0.0,0.6332730615093703
Inactivation of APC/C via direct inhibition of the APC/C complex,0.4283954788711695,-0.0,0.18737306496851241,0.18877688666970446,-0.0,0.3764917180223091
RNA Polymerase III Chain Elongation,0.4262230298298123,-0.0,0.22098037448937427,0.0574615834546759,-0.0,-0.0
Acyl chain remodeling of CL,0.4236841475225623,-0.0,0.012378063337927845,0.18586002239393976,0.11262811631795766,0.6671755238265974
TRAIL  signaling,0.4208993877154599,0.07437223500893844,-0.0,0.1970049920030352,-0.0,-0.0
APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint,0.42068396196546765,-0.0,0.01715035942728039,0.028643463422793176,-0.0,0.7478407137952919
Methylation,0.4198928369832625,0.08292004414100886,-0.0,0.07030575937339507,-0.0,0.6393272813347817
RAF activation,0.419867363983438,-0.0,-0.0,0.5397806829636222,-0.0,0.02270131480574153
Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters,0.4189063386885391,-0.0,-0.0,0.24616488316639115,0.018469020360652337,0.17433597895451738
Negative feedback regulation of MAPK pathway,0.4185022105642331,-0.0,-0.0,0.0785888706210523,-0.0,0.01926011855480364
Ionotropic activity of kainate receptors,0.4184888555424441,-0.0,-0.0,0.04792535424611585,0.45117728790604283,0.5048333314757418
Phase II - Conjugation of compounds,0.41844134196871546,0.17734214948496477,-0.0,0.16120221953884903,-0.0,0.8821714019490596
ECM proteoglycans,0.41806260733122746,0.008708164480726527,0.057766506119528986,0.15921481282490746,0.0005460086833248997,0.2480477177404525
Homology Directed Repair,0.4175762837972294,0.07796116075568506,0.05932082556980316,0.010986703068785353,0.011437183747874207,0.008914165519350559
Sensing of DNA Double Strand Breaks,0.41659048550588434,0.08021283979326703,-0.0,0.049832246849377655,0.07522664964237102,0.5282426169615467
Signaling by Interleukins,0.4160777874534962,-0.0,0.22844468002620488,0.0352675833310433,0.010389737116002868,0.5041568756434167
Assembly of collagen fibrils and other multimeric structures,0.41141418692559584,-0.0,0.06354440489380053,0.053896390595404436,-0.0,0.23744297849008386
Highly sodium permeable acetylcholine nicotinic receptors,0.4106138985070671,-0.0,0.05854892948624589,0.23081041993310103,-0.0,0.0901604006324217
RHO GTPases activate CIT,0.4100216479954065,0.00047314951332163744,0.010077268445133934,0.19150115173891005,-0.0,0.23674926620408265
Epigenetic regulation of gene expression,0.40681283479621555,0.08173671515782394,0.023811335928268382,0.16453788071668876,0.23024694969759482,0.029071041527269928
DNA Damage Recognition in GG-NER,0.40558695449588805,0.01572147224039939,0.22237858428870033,0.19131499866846835,-0.0,0.8646770972746787
Organic cation/anion/zwitterion transport,0.4022800519922486,-0.0,0.14997062233606218,0.02787154823498485,0.02805527515077486,0.0270861612314506
Interleukin-17 signaling,0.40067001198814217,0.036693558574276475,0.19750342048483405,0.1351098673765989,-0.0,0.755268163526872
Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA),0.3975211616011854,0.08189289412580911,0.0003765917661111049,0.03423788267535523,-0.0,0.006518718456573024
