,LumA log adjusted q-value,LumB log adjusted q-value,Her2 log adjusted q-value,Normal log adjusted q-value,Basal log adjusted q-value,claudin-low log adjusted q-value,NC log adjusted q-value
Glycolysis,1.7741533317355513,0.42910731206928376,0.3177574563192957,0.9803955233754909,3.6885066642858084,1.4104548313953618,0.8773674832437431
Processing of DNA double-strand break ends,1.7633962988230518,2.6905250378743943,0.5216614543478364,3.007177965274533,1.732455493295446,0.831773846548396,0.7173303479676603
Organic cation/anion/zwitterion transport,1.7590023441922216,1.6129733081434927,0.3991095898224243,0.3415222512240814,3.266923318764895,7.728065897683387,0.39525341950996423
HS-GAG degradation,1.7526802666193892,0.46892653753405883,0.47228362320333955,0.7490606789443308,2.092337213967815,4.1014894571414295,0.597814187346741
Gap-filling DNA repair synthesis and ligation in GG-NER,1.7462825811402058,0.9580043355188875,0.5076513097455208,2.333374681823862,3.821166015780758,0.5987622032797608,0.4137705627970488
Transcription of E2F targets under negative control by DREAM complex,1.7393695935422298,1.608219252205769,0.3398678702519053,1.3709254719484227,2.3643903767331627,0.8666654632243039,0.8031345846816295
Recognition of DNA damage by PCNA-containing replication complex,1.7333620895110915,1.628589856517237,0.5596395430962502,2.6979929752715672,2.998406436564354,0.9748950608874734,0.4862402071982141
Stimuli-sensing channels,1.7333620895110915,0.7463429526481667,0.3120472218835457,0.6379648031857893,4.135941089744227,8.057847234271298,0.3952560541769207
Signaling by Overexpressed Wild-Type EGFR in Cancer,1.7333620895110915,0.928472844982223,0.5053269722459036,0.3650347392099042,4.642588867394554,0.8820765018973935,0.39022803013512014
Inhibition of Signaling by Overexpressed EGFR,1.7333620895110915,0.928472844982223,0.5037868174627395,0.3650347392099042,4.642588867394554,0.8666654632243039,0.39022803013512014
Transport of the SLBP independent Mature mRNA,1.7333620895110915,0.35319786283332305,0.4788699691517474,2.3505454934916337,4.2190898387526365,0.5636756946793756,0.7807835737028144
Transport of connexons to the plasma membrane,1.7333620895110915,0.41963911371854984,0.32647593032412203,0.377745787673025,2.1443993611238183,1.278316960016658,0.7432932432552937
Miscellaneous transport and binding events,1.7333620895110915,0.30750972834915496,0.6960197809083551,0.5563090765363972,3.865442532850658,5.17605288210965,0.7135149481058253
Viral Messenger RNA Synthesis,1.73199718114164,0.38455548333257034,0.36462496992449495,1.9073265240592436,3.818370872026055,1.4832386142805356,0.8966557528866369
Glucocorticoid biosynthesis,1.731920598118489,0.6445692907358854,0.40117974676985085,0.4651426860872,0.8281112808685844,5.17570132997799,0.8463275365924539
"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",1.7278205809384846,1.382270482432535,0.4184266117439857,0.6548327677267689,1.072078235926587,22.014313570521374,0.5090549805630498
Caspase activation via Dependence Receptors in the absence of ligand,1.7235017538697484,0.388754159245383,0.3272110466485407,0.3210783391967535,1.142662282306148,5.003598832828365,0.4698260325367964
Neurotransmitter clearance,1.7143238081864192,0.33334886919344947,0.8130438788648958,0.33922966619957257,2.277282642772864,3.743851661449655,0.45869795573672106
Metabolic disorders of biological oxidation enzymes,1.7140478506601187,0.33492726480858154,0.3158840313294113,0.5253880824403414,1.0094248655254592,8.007316620725382,0.9232147988333708
Orc1 removal from chromatin,1.7133543535041555,0.3870089130792698,0.48435775401099723,1.7802876433787995,1.1500690258703221,2.187458647195935,0.30210986245475036
Host Interactions with Influenza Factors,1.701288312345988,0.3968889352052267,0.4837000879626174,2.5627475314862154,3.938929550909232,1.0617169010849596,0.8773674832437431
NS1 Mediated Effects on Host Pathways,1.701288312345988,0.39694179082793246,0.48156007668385786,2.5627475314862154,3.938929550909232,1.0597298877197348,0.8773674832437431
Mismatch Repair,1.7000140623863331,0.41292047597641623,1.2035068362994517,0.7335408980993737,4.097398938333315,0.35725817444540764,0.5894322709300865
Glucose metabolism,1.6988006102629147,0.34370110533546,0.3568385564651765,0.6821944036014976,3.557786251652081,0.3405083438219776,0.9546600589982818
Phase I - Functionalization of compounds,1.6896468315340039,0.7351803864773258,0.34517642567060597,0.31406405192142334,0.8714601462183627,14.55326319606951,0.649712826188399
Nucleobase biosynthesis,1.6896468315340039,0.4788365094295219,0.34350113388532666,1.608170886839717,4.726279957381939,1.026724053587382,0.30991579069181135
p75NTR signals via NF-kB,1.6896468315340039,0.6647834081114088,0.3069210186966636,0.5759601047469928,3.370348526193154,1.4847838533160438,0.7154149478762527
Assembly of the pre-replicative complex,1.6807642211489189,0.3846942455040212,0.645631145795111,1.7180290058523906,1.0110668286503082,2.047590755449922,0.31873429121056324
Vpr-mediated nuclear import of PICs,1.6807642211489189,0.31357464865337414,0.9966955269122604,2.194509763787589,4.3886400943596255,0.39042363791757667,0.7972460758950887
Interleukin-12 signaling,1.6807642211489189,0.3223732079441458,0.7602636925628599,0.35678538264209236,0.8291888433738038,13.832711028205527,0.3275284269864577
HHAT G278V abrogates palmitoylation of Hh-Np,1.6733066011189899,0.42664620157096916,0.31754124667968364,0.31399534381118044,1.7647062195833267,4.319807573826004,0.840328650744141
The activation of arylsulfatases,1.6627578511824073,0.35647002589378085,0.4741595969181976,0.31406405192142334,1.60183120427525,8.076624297666866,0.4907634214351237
Estrogen-dependent nuclear events downstream of ESR-membrane signaling,1.6627578511824073,2.627832216398577,0.6647345602846705,0.31530666513839,4.750884417768984,5.378441694455258,0.5247405301961606
Transport of Mature mRNA Derived from an Intronless Transcript,1.6627578511824073,0.31357464865337414,0.4672159237320345,2.3368766822529596,4.390593688679654,0.6021151748973631,0.7894561349494562
Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,1.6490119017045246,2.877529328454117,0.4679700520111793,3.165939053129186,1.1678524252087814,0.6342861939394855,0.3700204790529201
Neurodegenerative Diseases,1.6490119017045246,2.877529328454117,0.46833763479573737,3.165939053129186,1.1678524252087814,0.6396103278547407,0.3700204790529201
Gap junction assembly,1.6474959750811653,0.33334886919344947,0.5324872435739907,0.377745787673025,2.4719760465386877,1.9537465785851684,0.6159039724018529
TP53 Regulates Transcription of Genes Involved in Cytochrome C Release,1.647399120543707,0.6725908606488801,1.0426019437787721,3.570426254449462,0.8261064026044724,0.3140060454155468,0.3867479397612903
Cardiac conduction,1.647399120543707,1.7662553138583998,0.317663967516351,0.5300659135934006,4.110994905484286,7.013822858835601,0.31343037570161303
Ion channel transport,1.6466708764871545,1.9486203325139886,0.4333405806784501,0.4195954327305734,3.896214885294841,11.32962866285286,0.30278431678447215
Acyl chain remodelling of PC,1.6466708764871545,1.6129733081434927,0.6387647934962475,0.3538984563171566,2.4524738263045496,12.608833600029003,0.8773674832437431
Defective CYP21A2 causes Adrenal hyperplasia 3 (AH3),1.6450192380534994,0.4124422229113538,0.420232266672448,0.44624348544046666,0.8281112808685844,3.7687525164230737,0.8623725827915505
Transport of the SLBP Dependant Mature mRNA,1.6450192380534994,0.42942154967165236,0.30108749493616754,2.3080430357496393,3.834936011846405,0.707740191231959,0.8269224400332116
Reversible hydration of carbon dioxide,1.6450192380534994,1.8914017356331347,0.4425315361405702,0.5354780827127651,6.13367994199712,3.2615946042757296,0.7501538242325859
Mineralocorticoid biosynthesis,1.6450192380534994,0.3871848753228034,0.4265541204665904,0.45411928517760025,0.8127081141590189,3.675505879481335,0.8735021147858734
SUMOylation of DNA damage response and repair proteins,1.6450192380534994,0.4689358402626867,0.4280704223268385,2.075849578782126,3.9543375990577023,0.41411436588280826,0.9823984977309292
Choline catabolism,1.6439833453552402,0.4201400939234678,2.011437781039912,0.3245825806109189,0.3741526206312602,2.1681097194737537,0.30564313655487896
Metabolism of fat-soluble vitamins,1.6417079118987643,0.34832102718005886,2.0691530973462666,0.3133665011422615,0.9410403009975127,0.8622550279621011,0.34915771144397106
Cellular hexose transport,1.637228142039332,0.9056299952939398,0.40573473002630167,0.33961416172656245,1.988650508665966,10.241238312436233,0.3903378849576341
Negative regulation of the PI3K/AKT network,1.6358869157559686,1.434200512371639,0.31186752653935595,0.5169762739575535,0.9917640285346093,22.61195070147477,0.47730385422010285
Alternative complement activation,1.6131187295126506,0.642979852847405,1.1078262753510923,0.377745787673025,0.9422994070195042,0.7025699436399646,0.3053571718161827
Purine ribonucleoside monophosphate biosynthesis,1.6118880468071695,0.5084880631396131,0.39309597241925864,1.7527864223043776,4.055712152459979,0.3128037813636436,0.4295732918544926
Interleukin-12 family signaling,1.605730098064259,0.8717705024357975,0.3621802183303316,0.31406405192142334,1.0448133975461482,14.823953968797564,0.42604798525372994
Retinoid metabolism and transport,1.5940378905796362,0.34147347350479673,2.063981896638948,0.31134881786221036,0.8999040250944091,0.7231565873555978,0.3448339909865118
Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha),1.5921130153802443,0.5077300772956613,1.1768004258463833,0.7490606789443308,3.7945308479533875,0.5369688850736645,0.5241259722452977
Interactions of Vpr with host cellular proteins,1.5859920536993406,0.3288714815669623,0.40047697325340015,1.8257106799501843,3.834936011846405,0.4382437806554896,0.8840816397280132
MECP2 regulates neuronal receptors and channels,1.5813735460010785,1.9486203325139886,1.3386483457445042,0.4104336832443274,4.4235575304209025,2.9243533986048376,1.0028671596690286
ISG15 antiviral mechanism,1.5707462161157524,0.34832102718005886,0.3486920176970731,1.44052959138277,2.5690681412856904,0.31385390347299685,1.0174270558505922
Agmatine biosynthesis,1.5707462161157524,0.47991698258527854,0.31884071297397054,0.31406405192142334,0.730363261233604,0.35119044320239795,0.5709365037204368
Phenylalanine metabolism,1.5677793871367693,0.31470332622564146,1.3217171655911337,0.5680800874318831,1.0059006216302824,6.308506212775161,0.7742828025928766
Acyl chain remodelling of PE,1.5677793871367693,1.2675858543032221,0.35938923169648856,0.49169944560051126,3.9253684401261877,9.108222775740144,0.37323059711324436
"Synthesis of IP2, IP, and Ins in the cytosol",1.5677793871367693,0.4731128235942158,0.3367240286147775,0.3650347392099042,2.195599318974323,0.36943238464550054,0.5295988574732764
DNA Damage Bypass,1.5677793871367693,2.1815197575248915,0.3120472218835457,2.497555466243495,1.6914629550912545,0.34334321157815084,0.7204710101510413
Chromosome Maintenance,1.5623958415930064,3.74821156031117,0.3482229600124471,2.5525156179429924,0.7159166581729164,0.6593484794975362,0.40260338847086163
Acyl chain remodelling of PS,1.5623958415930064,0.8937906069613646,0.3411480852924899,0.9240849691555781,2.263687295438614,10.775869565830607,0.3700204790529201
Constitutive Signaling by Aberrant PI3K in Cancer,1.5522826908794032,1.4088178542982623,0.38282902956393544,0.6648136843416197,0.4922774409171271,23.758629800434473,0.7006650712534432
p75NTR recruits signalling complexes,1.5405775544144849,0.30251216144429616,0.37125858932114986,0.4529365180462731,3.370348526193154,1.251917877117354,0.45637388507044496
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins,1.5405775544144849,0.5567369631043795,0.32863599470672256,1.9130645734731313,0.5895817546677916,1.340778396227085,0.3339914247453728
Branched-chain amino acid catabolism,1.5405775544144849,0.39252077136116126,1.5487492447683522,0.3325403897478307,0.9774723491801749,3.2474075287736177,0.30278431678447215
Transport of Mature mRNAs Derived from Intronless Transcripts,1.5386103258891712,0.35439750454658414,0.32863599470672256,2.2522808204879468,3.8822221951120404,0.8259530504456652,0.8562355265640327
Beta-oxidation of pristanoyl-CoA,1.5026433692361998,0.7594169863466287,0.49771289642656436,0.31841077660680056,4.704012859018763,3.178449667985014,1.976298081614947
Transport of small molecules,1.5026433692361998,0.666904949116508,0.3660986862015886,0.3495624583008586,1.3754768740091892,10.803948464897347,0.6044708081313795
RHO GTPases Activate NADPH Oxidases,1.4987248576959764,1.018967659190454,0.4619019868733905,0.43876316452186465,0.46604273744907515,22.610378379137725,0.3611038667227955
tRNA processing,1.4982147486502315,0.4165866033279961,0.41734532609333624,1.430340033911534,4.726279957381939,0.39042363791757667,0.5536163054474208
Signaling by Hedgehog,1.487525564068272,0.3186832326709682,0.4025656901473546,0.6752451143412393,0.7950415986623778,5.023626862093755,0.5030608859113487
RNA Polymerase III Chain Elongation,1.487525564068272,0.450520639028715,0.3654298062240131,0.7052795791249792,4.63837569423228,0.4199902718527072,2.2197072914389686
Regulation of APC/C activators between G1/S and early anaphase,1.487525564068272,0.43815178221804674,0.31754124667968364,1.8228072840312601,0.61814860004059,1.8339869316560085,0.338829074976876
Rev-mediated nuclear export of HIV RNA,1.4870041355687706,0.40594021400370056,0.38282902956393544,1.891832449929071,3.4560079307204186,0.8999029931953461,0.8922177273589665
DNA replication initiation,1.4870041355687706,1.667891926308648,0.7380984529894726,2.701288333039153,1.3754768740091892,0.8433092145908447,0.5915169040850735
Telomere C-strand synthesis initiation,1.4870041355687706,1.667891926308648,0.7380984529894726,2.701288333039153,1.3754768740091892,0.8433092145908447,0.5915169040850735
JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1,1.4870041355687706,0.8904984852142677,0.45486392060093767,0.37791346521058267,2.7743768713601225,4.786861495147601,0.43251138873022216
Interleukin-37 signaling,1.4870041355687706,1.4117033129971952,0.33867145757133593,0.45050424308314835,2.1379993360849463,14.776793813978529,0.3027232576495706
PIWI-interacting RNA (piRNA) biogenesis,1.4863178264321322,0.32727728756408053,0.315156142738559,0.76113102934981,1.5555330255153104,0.8241663771322258,0.8294247888855797
APOBEC3G mediated resistance to HIV-1 infection,1.4684888808003742,0.3167912402659615,0.4204706116855608,0.5108643430083234,1.4022176297810431,0.4465319599512855,0.3548492432744763
Metabolism of lipids,1.4598520241624646,0.5167286546642752,0.38534323578662627,0.5295386592553603,1.654733257585719,15.618525580960963,0.5436610858108966
Export of Viral Ribonucleoproteins from Nucleus,1.4598520241624646,0.42180388158245596,0.34255272165709705,1.7560068313015544,4.019080436412951,0.6722622334021795,0.6947552886664741
